date,pm2_5_mean,pm10_mean,carbon_monoxide_mean,dust_mean,temperature_mean,humidity_mean,wind_speed_mean,precipitation_sum,pressure_mean,wind_direction_mean_deg,location,exceeds_pcd_moderate,consecutive_bad_days,target_next_day_pm2_5,target_next_day_exceeds
2023-08-22,11.8375,16.691666666666666,216.29166666666666,0.0,26.037499999999998,86.25,4.6375,1.0,962.2833333333333,187.90261044926424,chiang_rai,False,0,10.329166666666667,False
2023-08-23,10.329166666666667,14.595833333333333,210.625,0.6666666666666666,25.96666666666667,87.58333333333333,3.5208333333333335,5.2,961.3791666666666,228.78183364019995,chiang_rai,False,0,10.450000000000001,False
2023-08-24,10.450000000000001,14.862499999999999,202.75,1.2083333333333333,25.995833333333334,87.66666666666667,4.625,4.9,961.0500000000001,212.3410457228924,chiang_rai,False,0,10.275,False
2023-08-25,10.275,14.704166666666666,196.875,1.25,25.691666666666666,88.29166666666667,3.6458333333333335,11.299999999999999,961.7624999999999,242.15759946623785,chiang_rai,False,0,9.7125,False
2023-08-26,9.7125,13.929166666666667,196.04166666666666,1.25,25.316666666666666,91.58333333333333,4.129166666666666,26.4,961.5333333333333,228.26360770846668,chiang_rai,False,0,9.325000000000001,False
2023-08-27,9.325000000000001,13.583333333333334,191.54166666666666,1.25,25.745833333333334,88.16666666666667,4.5249999999999995,7.300000000000001,960.4083333333333,235.56022165954226,chiang_rai,False,0,10.420833333333333,False
2023-08-28,10.420833333333333,15.408333333333333,203.58333333333334,2.375,25.912499999999998,86.16666666666667,3.7541666666666664,5.7,959.6333333333333,256.4992991017109,chiang_rai,False,0,10.929166666666667,False
2023-08-29,10.929166666666667,15.7125,193.75,0.75,25.429166666666664,89.5,3.975,15.9,960.6333333333333,358.1301067803431,chiang_rai,False,0,6.241666666666667,False
2023-08-30,6.241666666666667,8.845833333333333,171.66666666666666,0.0,25.09166666666667,89.625,2.841666666666667,21.2,962.6125000000001,352.34391959170483,chiang_rai,False,0,8.658333333333333,False
2023-08-31,8.658333333333333,12.366666666666667,279.3333333333333,0.0,26.099999999999998,87.29166666666667,3.216666666666667,7.8,962.6958333333333,281.53416855523847,chiang_rai,False,0,10.795833333333334,False
2023-09-01,10.795833333333334,15.441666666666668,319.9583333333333,0.0,26.891666666666666,83.25,3.3375,1.0,961.7458333333334,311.34069074686164,chiang_rai,False,0,10.1375,False
2023-09-02,10.1375,14.570833333333333,313.4166666666667,0.0,26.858333333333334,81.29166666666667,4.1625000000000005,24.2,961.1125000000001,235.9076193551556,chiang_rai,False,0,11.75,False
2023-09-03,11.75,17.020833333333332,334.9166666666667,0.125,27.2,77.04166666666667,3.0833333333333335,0.0,959.6791666666667,312.93411353874023,chiang_rai,False,0,13.116666666666667,False
2023-09-04,13.116666666666667,19.204166666666666,271.75,0.25,27.695833333333336,75.875,3.6125000000000003,4.6,959.2208333333333,26.660174175860504,chiang_rai,False,0,8.208333333333334,False
2023-09-05,8.208333333333334,11.791666666666666,243.95833333333334,0.0,25.483333333333334,87.5,3.829166666666667,39.4,961.6916666666666,211.96416946896886,chiang_rai,False,0,8.387500000000001,False
2023-09-06,8.387500000000001,11.9625,240.20833333333334,0.0,24.929166666666664,90.29166666666667,4.325,21.0,963.6125000000001,58.118198910213096,chiang_rai,False,0,8.674999999999999,False
2023-09-07,8.674999999999999,12.375,241.20833333333334,0.0,25.808333333333334,87.66666666666667,3.1291666666666664,8.9,963.7708333333334,270.0583513686178,chiang_rai,False,0,7.9375,False
2023-09-08,7.9375,11.4125,238.83333333333334,0.0,26.483333333333334,85.375,3.5041666666666664,1.2000000000000002,963.0124999999999,290.01880734365227,chiang_rai,False,0,7.175,False
